libubsan 15.2.1+r604+g0b99615a8aef-2
libunibreak 7.0-1.1
libunistring 1.4.1-1.1
libunwind 1.8.2-1.1
libupnp 1.14.26-1.1
liburcu 0.15.6-1.1
liburing 2.14-1.1
libusb 1.0.29-1.1
libusb-compat 0.1.8-2.1
libusbmuxd 2.1.1-2.1
libutempter 1.2.3-1.1
libutf8proc 2.11.3-1.1
libuv 1.52.1-1
libva 2.23.0-1.1
libva-nvidia-driver 0.0.16-1.2
libvdpau 1.5-4.1
libverto 0.3.2-6.1
libvips 8.18.2-1
libvisio 0.1.10-3.1
libvlc 3.0.22-3.1
libvorbis 1.3.7-4.1
libvpl 2.16.0-2.1
libvpx 1.16.0-3.1
libwacom 2.18.0-2
libwbclient 2:4.24.1-1.1
libwebp 1.6.0-2.1
libwireplumber 0.5.14-1.1
libwpd 0.10.3-6.1
libwps 0.4.14-4.1
libx11 1.8.13-1.1
libx86emu 3.7-2.1
libxau 1.0.12-1.1
libxaw 1.0.16-2.1
libxcb 1.17.0-1.2
libxcomposite 0.4.7-1.1
libxcrypt 4.5.2-1.1
libxcrypt-compat 4.5.2-1.1
libxcursor 1.2.3-1.1
libxcvt 0.1.3-1.1
libxdamage 1.1.7-1.1
libxdmcp 1.1.5-2.1
libxext 1.3.7-1.1
libxfixes 6.0.2-1.1
libxfont2 2.0.7-1.1
libxft 2.3.9-1.2
libxi 1.8.2-1.1
libxinerama 1.1.6-1.1
libxkbcommon 1.13.1-1.1
libxkbcommon-x11 1.13.1-1.1
libxkbfile 1.2.0-1.1
libxml2 2.15.3-1.1
libxmlb 0.3.26-1.1
libxmp 4.7.0-1.1
libxmu 1.3.1-1.1
libxnvctrl 595.71.05-1
libxpm 3.5.19-1.1
libxrandr 1.5.5-1.1
libxrender 0.9.12-1.1
libxres 1.2.3-1.1
libxshmfence 1.3.3-1.1
libxslt 1.1.45-2.1
libxss 1.2.5-1.1
libxt 1.3.1-1.1
libxtst 1.2.5-1.1
libxv 1.0.13-1.1
libxxf86vm 1.1.7-1.1
libyaml 0.2.5-3.1
libyuv r2426+464c51a03-1.1
libzip 1.11.4-1.2
libzmf 0.0.2-20.1
licenses 20240728-1
lilv 0.26.4-1
limine 11.4.1-1
limine-mkinitcpio-hook 1.35.1-1
limine-snapper-sync 1.27.0-1
linux-api-headers 1:7.0-1
linux-cachyos 7.0.3-1
linux-cachyos-headers 7.0.3-1
linux-cachyos-lts 6.18.26-1
linux-cachyos-lts-headers 6.18.26-1
linux-cachyos-lts-nvidia-open 6.18.26-1
linux-cachyos-nvidia-open 7.0.3-1
linux-firmware 1:20260309-1
linux-firmware-amdgpu 1:20260309-1
linux-firmware-atheros 1:20260309-1
linux-firmware-broadcom 1:20260309-1
linux-firmware-cirrus 1:20260309-1
linux-firmware-intel 1:20260309-1
linux-firmware-mediatek 1:20260309-1
linux-firmware-nvidia 1:20260309-1
linux-firmware-other 1:20260309-1
linux-firmware-radeon 1:20260309-1
linux-firmware-realtek 1:20260309-1
linux-firmware-whence 1:20260309-1
lirc 1:0.10.2-6.1
live-media 2025.05.24-1.2
lld 22.1.3-1.1
llhttp 9.3.1-1.1
llvm 22.1.3-2
llvm-libs 22.1.3-2
llvm21 21.1.8-1.1
llvm21-libs 21.1.8-1.1
lm_sensors 1:3.6.2-1.1
lmdb 0.9.35-1.1
logrotate 3.22.0-1.1
lpsolve 5.5.2.14-1.1
lsb-release 2.0.r55.a25a4fc-1
lsfg-vk 1:1.0.0.r0.7113d7d-1
lsof 4.99.6-1.1
lsscsi 0.32-2.2
lua 5.5.0-2.2
lua54 5.4.8-6.1
luajit 2.1.1774896198+18b087c-1.1
lv2 1.18.10-2.1
lvm2 2.03.40-1.1
lz4 1:1.10.0-3
lzo 2.10-5.1
m4 1.4.21-2.1
mailcap 2.1.54-2
make 4.4.1-3.1
man-db 2.13.1-1.1
man-pages 6.18-1
mangohud 0.8.2-3.1
matugen 4.1.0-1.1
md4c 0.5.3-1.1
mdadm 4.6-2
media-player-info 26-1
meld 3.22.3-2
mesa 2:26.0.6-2
mesa-utils 9.0.0-7.1
meson 1.11.1-1
micro 2.0.15-2.1
milou 6.6.4-1.1
minizip 1:1.3.2-3.1
mjpegtools 2.2.1-4.1
mkinitcpio 40-5
mkinitcpio-busybox 1.36.1-1.1
mobile-broadband-provider-info 20251101-1
modemmanager 1.24.2-1.1
modemmanager-qt 6.25.0-1.1
mpdecimal 4.0.1-3.1
mpfr 4.2.2-1.1
mpg123 1.33.5-1.1
mtdev 1.1.7-1.1
mtools 1:4.0.49-1.1
muparser 2.3.5-2.1
nano 9.0-1.1
nano-syntax-highlighting 2025.07.01.r0.g256995b-2
ncurses 6.6-2.1
neon 0.37.1-1
netctl 1.29-2
nettle 3.10.2-1.1
networkmanager 1.56.0-1
networkmanager-openvpn 1.12.5-1.1
networkmanager-qt 6.25.0-1.1
networkmanager-vpn-plugin-openvpn 1.12.5-1.1
nfs-utils 2.9.1-1.1
nfsidmap 2.9.1-1.1
nftables 1:1.1.6-3
nilfs-utils 2.3.0-1.1
ninja 1.13.2-3.1
nodejs 25.9.0-2
noto-fonts 1:2026.05.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
npth 1.8-1.1
nspr 4.38.2-1.1
nss 3.123.1-1.1
nss-mdns 0.15.1-2.1
nvflash 5.867-4
nvidia-settings 595.71.05-1
nvidia-utils 595.71.05-1
ocean-sound-theme 6.6.4-1
oh-my-zsh-git r7425.7ed475cb5-1
oniguruma 6.9.10-1.1
openal 1.25.1-1.1
opencl-icd-loader 2025.07.22-1
opencl-nvidia 595.71.05-1
opencore-amr 0.1.6-2.1
openexr 3.4.11-1.1
openh264 2.6.0-2.1
openjpeg2 2.5.4-1.1
openjph 0.27.0-1.1
openssh 10.3p1-1.1
openssl 3.6.2-2.1
openvpn 2.7.4-1.1
opus 1.6.1-1.1
opusfile 0.12-4.1
orc 0.4.42-1.1
os-prober 1.84-1.1
ostree 2025.7-3
otf-space-grotesk 2-2
p11-kit 0.26.2-1.1
pacman 7.1.0.r9.g54d9411-2
pacman-contrib 1.13.1-1.2
pacman-mirrorlist 20260406-1
pacutils 0.15.0-3
pahole 1:1.31-2.1
pam 1.7.2-2.1
pambase 20250719-1
pango 1:1.57.1-1.1
pangomm 2.46.4-2.1
parallel 20260422-1
parted 3.7-1.1
paru 2.1.0-2
patch 2.8-1.1
patool 4.0.4-1
pavucontrol-qt 2.4.0-1.1
pciutils 3.15.0-1.1
pcre 8.45-4.1
pcre2 10.47-1.1
pcsclite 2.4.1-1.1
peaclock 0.4.3-2
perl 5.42.2-1.1
perl-class-inspector 1.36-10
perl-clone 0.50-1.1
perl-curses 1.46-1.1
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-file-sharedir 1.118-8
perl-html-parser 3.83-2.1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.11-4
perl-http-daemon 6.16-6
perl-http-date 6.06-5
perl-http-message 7.01-2
perl-http-negotiate 6.01-16
perl-image-exiftool 13.55-1
perl-io-html 1.004-8
perl-json 4.11-1
perl-libwww 6.82-1
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-net-http 6.24-2
perl-term-animation 2.6-14
perl-timedate 2.35-1
perl-try-tiny 0.32-4
perl-uri 5.34-2
perl-www-robotrules 6.02-16
perl-xml-parser 2.58-1.1
perl-xml-writer 0.900-6
pinentry 1.3.2-2.1
pipes.sh 1.3.0-1
pipewire 1:1.6.4-1.1
pipewire-alsa 1:1.6.4-1.1
pipewire-audio 1:1.6.4-1.1
pipewire-pulse 1:1.6.4-1.1
pixman 0.46.4-1.1
pkcs11-helper 1.31.0-1.1
pkgconf 2.5.1-1.1
pkgfile 25-2.1
plasma-activities 6.6.4-1.1
plasma-activities-stats 6.6.4-1.1
plasma-browser-integration 6.6.4-1.1
plasma-integration 6.6.4-1.1
plasma-nm 6.6.4-1
plasma-workspace 6.6.4-1.1
playerctl 2.4.1-5.1
plocate 1.1.24-1.1
plymouth 24.004.60-14.1
polkit 127-3.1
polkit-kde-agent 6.6.4-1.1
polkit-qt5 0.201.1-1
polkit-qt6 0.201.1-1
poppler 26.04.0-1.1
poppler-data 0.4.12-2
poppler-glib 26.04.0-1.1
poppler-qt6 26.04.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-4.1
portproton 1.7.5-1
power-profiles-daemon 0.30-3
powerline-fonts 2.8.4-4.1
ppp 2.5.2-1.1
prison 6.25.0-1.1
procps-ng 4.0.6-1.1
profile-sync-daemon 1:7.03-1
projectm 3.1.12-5.1
protobuf 34.1-1.1
protobuf-c 1.5.2-9.1
proton-cachyos 1:11.0.20260428-1
proton-cachyos-slr 1:11.0.20260428-1
proton-vpn-daemon 0.13.6-2
proton-vpn-gtk-app 4.15.3-1
protonplus 0.5.20-1
protontricks 1.14.1-1
protonup-qt 2.15.0-1
psmisc 23.7-2.1
pugixml 1.15-3.1
purpose 6.25.0-1.1
pv 1.10.5-1.1
pyalpm 0.11.1-1.1
pyside6 6.11.0-4.1
python 3.14.4-2
python-aiohappyeyeballs 2.6.1-4
python-aiohttp 3.13.5-1
python-aiosignal 1.4.0-3
python-annotated-types 0.7.0-3
python-attrs 26.1.0-1
python-autocommand 2.2.2-9
python-bcc 0.36.1-3.1
python-bcrypt 5.0.0-2.1
python-cachetools 7.0.6-1
python-cairo 1.29.0-2.1
python-cbor2 5.9.0-1.1
python-certifi 2026.04.22-1
python-cffi 2.0.0-2.1
python-chardet 6.0.0.post1-1
python-charset-normalizer 3.4.7-1.1
python-click 8.3.3-1
python-contourpy 1.3.3-3.2
python-cryptography 47.0.0-1.1
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-dbus-fast 4.0.1-1.1
python-defusedxml 0.7.1-8
python-distro 1.9.0-4
python-fido2 2.2.0-1
python-fonttools 4.62.1-1.1
python-frozenlist 1.8.0-2.1
python-fvs 0.3.4-5
python-gnupg 0.5.6-2
python-gobject 3.56.2-1
python-idna 3.13-1
python-importlib-metadata 9.0.0-1
python-inputs 0.5-7
python-jaraco.classes 3.4.0-3
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-keyring 25.7.0-3
python-kiwisolver 1.5.0-1.1
python-mako 1.3.11-1
python-markdown 3.10.2-1
python-markupsafe 3.0.3-1.1
python-matplotlib 3.10.9-1
python-more-itertools 11.0.2-1
python-multidict 6.7.1-1.1
python-numpy 2.4.4-1.1
python-orjson 3.11.8-1.1
python-packaging 26.2-1
python-pathvalidate 3.3.1-2
python-pefile 2024.8.26-2
python-pillow 12.2.0-1
python-pkg_resources 81.0.0-1
python-platformdirs 4.9.6-1
python-propcache 0.4.1-2.1
python-proton-core 0.7.0-3
python-proton-keyring-linux 0.2.1-4
python-proton-vpn-api-core 5.0.1-1
python-proton-vpn-local-agent 1.6.1-1.1
python-psutil 7.2.2-1.1
python-pyaml 26.2.1-1
python-pycparser 3.00-1
python-pycryptodomex 3.23.0-3.1
python-pycurl 7.46.0-1.1
python-pydantic 2.12.5-4
python-pydantic-core 3:2.41.5-4.1
python-pynacl 1.6.2-1.1
python-pyopenssl 26.1.0-1
python-pyparsing 3.3.2-1
python-pyqt6 6.11.0-1
python-pyqt6-sip 13.11.1-1.1
python-pyxdg 0.28-7
python-pyzstd 0.19.1-3.1
python-requests 2.33.1-1
python-secretstorage 3.5.0-1
python-sentry_sdk 2.58.0-1
python-setuptools 1:82.0.1-1
python-shtab 1.8.0-2
python-six 1.17.0-3
python-steam 1.6.1-3
python-steamgriddb 1.0.5-5
python-tqdm 4.67.3-1
python-typing-inspection 0.4.2-2
python-typing_extensions 4.15.0-3
python-urllib3 2.6.3-1
python-vdf 4.0-5
python-wheel 0.47.0-1
python-xlib 0.33-6
python-xxhash 3.7.0-1.1
python-yaml 6.0.3-2.1
python-yara 4.5.4-1.1
python-yarl 1.23.0-1.1
python-zipp 3.21.0-4
python-zstandard 0.25.0-2.1
qbittorrent 5.1.4-2
qca-qt6 2.3.10-5
qcoro 0.13.0-1
qhull 2020.2-5.1
qqc2-breeze-style 6.6.4-1.2
qqc2-desktop-style 6.25.0-1.2
qrencode 4.1.1-4.10
qt5-base 5.15.18+kde+r109-2.1
qt5-declarative 5.15.18+kde+r23-1.1
qt5-graphicaleffects 5.15.18-1.1
qt5-multimedia 5.15.18+kde+r2-1.1
qt5-quickcontrols 5.15.18-1.1
qt5-quickcontrols2 5.15.18+kde+r5-1.1
qt5-speech 5.15.18+kde+r1-1.1
qt5-svg 5.15.18+kde+r5-1.1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1.1
qt5-x11extras 5.15.18-1.1
qt5ct 1.9-1.1
qt6-5compat 6.11.0-1.1
qt6-avif-image-plugin 0.10.1-1
qt6-base 6.11.0-2.1
qt6-declarative 6.11.0-4.1
qt6-imageformats 6.11.0-1.1
qt6-location 6.11.0-1.1
qt6-multimedia 6.11.0-1.1
qt6-multimedia-ffmpeg 6.11.0-1.1
qt6-positioning 6.11.0-1.1
qt6-quicktimeline 6.11.0-1.1
qt6-sensors 6.11.0-1.1
qt6-shadertools 6.11.0-1.1
qt6-speech 6.11.0-1.1
qt6-svg 6.11.0-2.1
qt6-tools 6.11.0-3.1
qt6-translations 6.11.0-1
qt6-virtualkeyboard 6.11.0-1.1
qt6-wayland 6.11.0-1.1
qt6-webchannel 6.11.0-1.1
qt6-webengine 6.11.0-5
qt6-websockets 6.11.0-1.1
qt6-webview 6.11.0-1.1
qt6ct 0.11-5.1
raptor 2.0.16-9.1
rasqal 1:0.9.33-8.1
rate-mirrors 0.28.2-2
rav1e 0.8.1-2.1
re2 2:2025.11.05-3.1
readline 8.3.003-1.1
rebuild-detector 4.4.5-1
redland 1:1.0.17-10.1
reflector 2023-5
resvg 0.47.0-2.1
rhash 1.4.6-1.1
ripgrep 15.1.0-2
ripgrep-all 0.10.10-1.1
rnnoise 1:0.2-1.1
rpcbind 1.2.8-1.1
rsync 3.4.2-1.1
rtkit 0.14-1.1
rtmpdump 1:2.6-1.1
rubberband 4.0.0-2.1
s-nail 14.9.25-1.1
sbc 2.2-1.1
scummvm 2026.2.0-1.1
scx-manager 1.15.10-2
scx-scheds 1.1.0-1
scx-tools 1.1.0-1.1
sd 1.1.0-1.1
sdbus-cpp 2.2.1-1.1
sddm 0.21.0-8
sdl12-compat 1.2.68-2.1
sdl2-compat 2.32.66-1.1
sdl2_image 2.8.10-1.1
sdl2_mixer 2.8.1-2.1
sdl2_net 1:2.2.0-2.1
sdl2_ttf 2.24.0-2.1
sdl3 3.4.4-1.1
sdl_image 1.2.12-9.1
seatd 0.9.3-1.1
sed 4.10-1.1
sequoia-sqv 1.3.0-1.1
serd 0.32.8-1.1
sg3_utils 1.48-1.2
shaderc 2026.1-2.1
shadow 4.18.0-1.1
shared-mime-info 2.4-3.1
shelly 2.2.2-1
shiboken6 6.11.0-4.1
signon-kwallet-extension 26.04.0-1.1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-3.1
signond 8.61-4.1
simdjson 1:4.6.3-1.1
slang 2.3.3-4.1
slurp 1.5.0-2.1
smartmontools 7.5-1.1
smbclient 2:4.24.1-1.1
snap-pac 3.0.1-3
snapper 0.13.1-2.1
snappy 1.2.2-3.1
sndio 1.10.0-1.4
sof-firmware 2025.12.2-1
solid 6.25.0-1.1
solid5 5.116.0-2.1
songrec 0.6.9-1.1
sonnet 6.25.0-1.1
sonnet5 5.116.0-2.1
sord 0.16.22-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1.1
spandsp 0.0.6-7
spdlog 1.17.0-2.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spirv-tools 1:1.4.341.0-2.1
spotify-launcher 0.6.5-1.1
sqlite 3.53.0-2
sratom 0.6.22-1.1
srt 1.5.5-1.1
starship 1.25.1-1
sudo 1.9.17.p2-2.1
svt-av1 4.1.0-2
svt-hevc 1.5.1-4.1
swappy 1.8.0-1.1
syndication 6.25.0-1.1
syntax-highlighting 6.25.0-1.1
sysfsutils 2.1.1-2.2
systemd 260.1-2
systemd-libs 260.1-2
systemd-resolvconf 260.1-2
systemd-sysvcompat 260.1-2
systemsettings 6.6.4-1.1
taglib 2.2.1-1.1
talloc 2.4.4-1.1
tar 1.35-2.1
tcl 8.6.16-1.1
tdb 1.4.15-1.1
tealdeer 1.8.1-2.1
telegram-desktop 6.7.8-1.1
tesseract 5.5.2-1.1
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.1-2.1
texinfo 7.3-1.1
thin-provisioning-tools 1.3.2-1.1
tinysparql 3.11.1-1
tinyxml2 11.0.0-2
tmux 3.6_a-1.1
tomlplusplus 3.4.0-2.1
tpm2-tss 4.1.3-1.1
translate-shell 0.9.7.1-2
tree 2.3.2-1
tslib 1.24-1.1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-fantasque-nerd 3.4.0-2
ttf-hack 3.003-7
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-material-symbols-variable-git 4.0.0.r154.g48150758-1
ttf-meslo-nerd 3.4.0-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-opensans 3.003-1
ttf-readex-pro 1.204-2
ttf-rubik-vf 2.3.0-3
ttf-twemoji 17.0.2-3
tty-clock 2.3-2
twolame 0.4.0-4.1
tzdata 2026b-1.1
udisks2 2.11.1-2.1
ufw 0.36.2-7
ufw-extras 1.2.0-1
umu-launcher 1.4.0-2
unrar 1:7.2.6-1.1
unzip 6.0-23.1
upower 1.91.2-1.1
upscayl-bin 2.15.0-8
usb_modeswitch 2.6.2.20251207-1.1
usbutils 019-1.1
util-linux 2.42-1
util-linux-libs 2.42-1
uv 0.11.8-1.1
uwsm 0.26.4-1
v4l-utils 1.32.0-2.1
vapoursynth 73-2.1
vid.stab 1.1.1-2.1
vim 9.2.0388-1.1
vim-runtime 9.2.0388-1.1
vkbasalt-cli 3.1.1-5
vkd3d 1.19-1.1
vlc 3.0.22-3.1
vlc-cli 3.0.22-3.1
vlc-gui-qt 3.0.22-3.1
vlc-plugin-a52dec 3.0.22-3.1
vlc-plugin-aalib 3.0.22-3.1
vlc-plugin-alsa 3.0.22-3.1
vlc-plugin-aom 3.0.22-3.1
vlc-plugin-archive 3.0.22-3.1
vlc-plugin-aribb24 3.0.22-3.1
vlc-plugin-aribb25 3.0.22-3.1
vlc-plugin-ass 3.0.22-3.1
vlc-plugin-avahi 3.0.22-3.1
vlc-plugin-bluray 3.0.22-3.1
vlc-plugin-caca 3.0.22-3.1
vlc-plugin-cddb 3.0.22-3.1
vlc-plugin-chromecast 3.0.22-3.1
vlc-plugin-dav1d 3.0.22-3.1
vlc-plugin-dbus 3.0.22-3.1
vlc-plugin-dbus-screensaver 3.0.22-3.1
vlc-plugin-dca 3.0.22-3.1
vlc-plugin-dvb 3.0.22-3.1
vlc-plugin-dvd 3.0.22-3.1
vlc-plugin-faad2 3.0.22-3.1
vlc-plugin-ffmpeg 3.0.22-3.1
vlc-plugin-firewire 3.0.22-3.1
vlc-plugin-flac 3.0.22-3.1
vlc-plugin-fluidsynth 3.0.22-3.1
vlc-plugin-freetype 3.0.22-3.1
vlc-plugin-gme 3.0.22-3.1
vlc-plugin-gnutls 3.0.22-3.1
vlc-plugin-gstreamer 3.0.22-3.1
vlc-plugin-inflate 3.0.22-3.1
vlc-plugin-jack 3.0.22-3.1
vlc-plugin-journal 3.0.22-3.1
vlc-plugin-jpeg 3.0.22-3.1
vlc-plugin-kate 3.0.22-3.1
vlc-plugin-kwallet 3.0.22-3.1
vlc-plugin-libsecret 3.0.22-3.1
vlc-plugin-lirc 3.0.22-3.1
vlc-plugin-live555 3.0.22-3.1
vlc-plugin-lua 3.0.22-3.1
vlc-plugin-mad 3.0.22-3.1
vlc-plugin-matroska 3.0.22-3.1
vlc-plugin-mdns 3.0.22-3.1
vlc-plugin-modplug 3.0.22-3.1
vlc-plugin-mpeg2 3.0.22-3.1
vlc-plugin-mpg123 3.0.22-3.1
vlc-plugin-mtp 3.0.22-3.1
vlc-plugin-musepack 3.0.22-3.1
vlc-plugin-nfs 3.0.22-3.1
vlc-plugin-notify 3.0.22-3.1
vlc-plugin-ogg 3.0.22-3.1
vlc-plugin-opus 3.0.22-3.1
vlc-plugin-png 3.0.22-3.1
vlc-plugin-pulse 3.0.22-3.1
vlc-plugin-quicksync 3.0.22-3.1
vlc-plugin-samplerate 3.0.22-3.1
vlc-plugin-sdl 3.0.22-3.1
vlc-plugin-sftp 3.0.22-3.1
vlc-plugin-shout 3.0.22-3.1
vlc-plugin-smb 3.0.22-3.1
vlc-plugin-soxr 3.0.22-3.1
vlc-plugin-speex 3.0.22-3.1
vlc-plugin-srt 3.0.22-3.1
vlc-plugin-svg 3.0.22-3.1
vlc-plugin-tag 3.0.22-3.1
vlc-plugin-theora 3.0.22-3.1
vlc-plugin-twolame 3.0.22-3.1
vlc-plugin-udev 3.0.22-3.1
vlc-plugin-upnp 3.0.22-3.1
vlc-plugin-vorbis 3.0.22-3.1
vlc-plugin-vpx 3.0.22-3.1
vlc-plugin-x264 3.0.22-3.1
vlc-plugin-x265 3.0.22-3.1
vlc-plugin-xml 3.0.22-3.1
vlc-plugin-zvbi 3.0.22-3.1
vlc-plugins-all 3.0.22-3.1
vlc-plugins-base 3.0.22-3.1
vlc-plugins-extra 3.0.22-3.1
vlc-plugins-video-output 3.0.22-3.1
vlc-plugins-visualization 3.0.22-3.1
vmaf 3.1.0-1.1
volume_key 0.3.12-12.1
vulkan-icd-loader 1.4.341.0-1.1
vulkan-tools 1.4.341.0-2.1
wayland 1.25.0-1.1
wayland-protocols 1.48-1
webkit2gtk-4.1 2.52.3-1
webrtc-audio-processing-1 1.3-5.1
wf-recorder 0.6.0-1.1
wget 1.25.0-3.1
which 2.23-1.1
wildmidi 0.4.6-1.1
wine 11.7-1.1
wine-cachyos-opt 2:10.0.20260312-2
wine-gecko 2.47.4-2
wine-mono 11.0.0-1.1
winetricks 20260125-1.1
wireguard-tools 1.0.20260223-1.1
wireless-regdb 2026.03.18-1
wireplumber 0.5.14-1.1
wl-clipboard 1:2.3.0-1.1
wlogout 1.2.2-0
woff2 1.0.2-6.1
wofi 1.5.3-1.1
wpa_supplicant 2:2.11-5.1
wtype 0.4-2.2
x264 3:0.165.r3222.b35605a-2.1
x265 4.1-1.1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xdg-dbus-proxy 0.1.7-1.1
xdg-desktop-portal 1.20.4-1.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-desktop-portal-hyprland 1.3.12-2.1
xdg-desktop-portal-kde 6.6.4-1.1
xdg-user-dirs 0.20-1.1
xdg-utils 1.2.1-2
xdotool 4.20260303.1-1
xf86-input-libinput 1.5.0-1.2
xfsprogs 6.19.0-1.1
xkeyboard-config 2.47-1
xl2tpd 1.3.20-1.1
xmlsec 1.3.11-1.1
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.22-1.1
xorg-server-common 21.1.22-1.1
xorg-setxkbmap 1.3.5-1.1
xorg-xauth 1.1.5-1.1
xorg-xdpyinfo 1.4.0-1.1
xorg-xkbcomp 1.5.0-1.1
xorg-xmessage 1.0.7-2.1
xorg-xprop 1.2.8-1.1
xorg-xrandr 1.5.4-1.1
xorg-xrdb 1.2.2-2.1
xorg-xwayland 24.1.11-1.1
xorg-xwininfo 1.1.6-2.1
xorgproto 2025.1-1
xvidcore 1.3.7-3.1
xxhash 0.8.3-1
xz 5.8.3-1
yad 14.2-1.1
yara 4.5.5-1.1
yay 12.5.7-1
yazi 26.1.22-4
ydotool 1.0.4-2.1
yyjson 0.12.0-1.1
zbar 0.23.93-5.1
zenity 4.2.2-1.2
zeromq 4.3.5-3.1
zimg 3.0.6-1.1
zint 2.16.0-1.1
zip 3.0-13.1
zix 0.8.0-1.1
zlib-ng 2.3.3-2
zlib-ng-compat 2.3.3-2
zram-generator 1.2.1-1.1
zsh 5.9-6.1
zsh-autosuggestions 0.7.1-1
zsh-completions 0.36.0-1
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-2
zsh-theme-powerlevel10k 1.20.15-1
zstd 1.5.7-2
zvbi 0.2.44-1.1
zxing-cpp 3.0.2-1.1
